date,count_commits,count_issues,count_pulls
2013-09-14,3159,883,1573
2013-09-15,3159,883,1573
2013-09-16,3164,886,1575
2013-09-17,3167,888,1576
2013-09-18,3180,890,1583
2013-09-19,3185,892,1585
2013-09-20,3189,892,1585
2013-09-21,3191,892,1585
2013-09-22,3193,892,1586
2013-09-23,3196,892,1588
2013-09-24,3198,892,1591
2013-09-25,3199,893,1593
2013-09-26,3203,895,1596
2013-09-27,3204,896,1596
2013-09-28,3209,896,1598
2013-09-29,3212,896,1600
2013-09-30,3212,896,1600
2013-10-01,3218,897,1605
2013-10-02,3218,898,1605
2013-10-03,3221,898,1606
2013-10-04,3232,899,1608
2013-10-05,3232,900,1610
2013-10-06,3234,900,1611
2013-10-07,3236,902,1615
2013-10-08,3240,902,1617
2013-10-09,3241,903,1620
2013-10-10,3243,904,1623
2013-10-11,3249,905,1627
2013-10-12,3251,905,1629
2013-10-13,3252,905,1631
2013-10-14,3254,905,1632
2013-10-15,3272,908,1634
2013-10-16,3279,909,1640
2013-10-17,3284,910,1641
2013-10-18,3286,912,1643
2013-10-19,3288,915,1645
2013-10-20,3300,917,1647
2013-10-21,3306,919,1648
2013-10-22,3314,922,1653
2013-10-23,3325,923,1657
2013-10-24,3331,926,1662
2013-10-25,3338,926,1667
2013-10-26,3347,927,1677
2013-10-27,3355,930,1679
2013-10-28,3368,933,1686
2013-10-29,3371,936,1687
2013-10-30,3376,937,1691
2013-10-31,3380,937,1691
2013-11-01,3383,938,1693
2013-11-02,3385,938,1694
2013-11-03,3386,939,1694
2013-11-04,3396,940,1697
2013-11-05,3402,945,1701
2013-11-06,3403,948,1703
2013-11-07,3405,954,1703
2013-11-08,3409,955,1705
2013-11-09,3411,958,1705
2013-11-10,3415,959,1706
2013-11-11,3436,961,1712
2013-11-12,3441,961,1715
2013-11-13,3448,963,1718
2013-11-14,3453,966,1724
2013-11-15,3457,966,1732
2013-11-16,3459,969,1735
2013-11-17,3463,970,1739
2013-11-18,3472,971,1742
2013-11-19,3475,972,1743
2013-11-20,3477,978,1748
2013-11-21,3482,979,1753
2013-11-22,3487,983,1758
2013-11-23,3487,983,1758
2013-11-24,3490,984,1758
2013-11-25,3491,986,1758
2013-11-26,3492,987,1760
2013-11-27,3497,987,1763
2013-11-28,3507,990,1767
2013-11-29,3510,992,1769
2013-11-30,3515,994,1769
2013-12-01,3516,996,1771
2013-12-02,3523,997,1776
2013-12-03,3529,999,1781
2013-12-04,3543,999,1786
2013-12-05,3545,1001,1787
2013-12-06,3550,1003,1787
2013-12-07,3551,1004,1788
2013-12-08,3556,1005,1791
2013-12-09,3565,1007,1794
2013-12-10,3573,1010,1802
2013-12-11,3579,1011,1806
2013-12-12,3582,1016,1811
2013-12-13,3598,1018,1817
2013-12-14,3601,1018,1819
2013-12-15,3605,1019,1824
2013-12-16,3616,1020,1830
2013-12-17,3622,1020,1831
2013-12-18,3627,1023,1835
2013-12-19,3632,1025,1835
2013-12-20,3642,1025,1841
2013-12-21,3643,1025,1841
2013-12-22,3643,1025,1841
2013-12-23,3645,1026,1842
2013-12-24,3647,1027,1845
2013-12-25,3649,1027,1846
2013-12-26,3649,1027,1846
2013-12-27,3649,1027,1846
2013-12-28,3650,1028,1848
2013-12-29,3651,1029,1852
2013-12-30,3651,1029,1852
2013-12-31,3651,1029,1852
2014-01-01,3651,1029,1852
2014-01-02,3652,1030,1854
2014-01-03,3653,1033,1854
2014-01-04,3654,1033,1855
2014-01-05,3656,1034,1856
2014-01-06,3667,1034,1858
2014-01-07,3668,1035,1860
